<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,a,",",b,",",c,",",d,",",e,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,a,",",&,b,",",&,c,",",&,d,",",&,e,),;,if,(,a,>,=,c,+,e,&,&,c,-,e,>,=,0,&,&,b,>,=,d,+,e,&,&,d,-,e,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,a,=,0,;,int,W,",",H,",",x,",",y,",",r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,),{,if,(,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,a,=,1,;,},},else,{,a,=,0,;,},if,(,a,=,=,1,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,if,(,a,=,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,a,=,0,;,int,W,",",H,",",x,",",y,",",r,=,0,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,),{,if,(,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,a,=,1,;,},},else,{,a,=,0,;,},if,(,a,=,=,1,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,if,(,a,=,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,>,=,x,+,r,&,&,H,>,=,y,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,H,>,=,y,+,r,&,&,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,int,argc,),{,int,W,",",H,",",x,",",y,",",r,",",M,",",m,",",R,",",L,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,M,=,y,+,r,;,m,=,y,-,r,;,R,=,x,+,r,;,L,=,x,-,r,;,if,(,M,<,=,H,&,&,m,>,=,0,&,&,R,<,=,W,&,&,L,>,=,0,),puts,(,"""",Y,e,s,"""",),;,else,puts,(,"""",N,o,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,x,+,r,<,=,W,),&,&,(,y,-,r,>,=,0,),&,&,(,y,+,r,<,=,H,),),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,a,=,0,;,int,W,",",H,",",x,",",y,",",r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,),{,if,(,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,a,=,1,;,},},else,{,a,=,0,;,},if,(,a,=,=,1,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,if,(,a,=,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,a,=,0,;,int,W,",",H,",",x,",",y,",",r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,),{,if,(,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,a,=,1,;,},},else,{,a,=,0,;,},if,(,a,=,=,1,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,if,(,a,=,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,H,>,=,y,+,r,&,&,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,-,x,>,=,r,&,&,x,>,=,r,&,&,H,-,y,>,=,r,&,&,y,>,=,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,H,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,H,>,=,y,+,r,&,&,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,a,=,0,;,int,W,",",H,",",x,",",y,",",r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,W,),{,if,(,y,-,r,>,=,0,&,&,y,+,r,<,=,H,),{,a,=,1,;,},},else,{,a,=,0,;,},if,(,a,=,=,1,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,if,(,a,=,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,H,>,=,y,+,r,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,H,>,=,y,+,r,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,<,=,0,|,|,x,>,=,w,|,|,x,+,r,>,w,|,|,x,-,r,<,0,|,|,y,<,=,0,|,|,y,>,=,h,|,|,y,+,r,>,h,|,|,y,-,r,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,0,<,=,y,-,r,&,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,x,+,r,<,=,W,),&,&,(,y,-,r,>,=,0,),&,&,(,y,+,r,<,=,H,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,(,x,-,r,),>,=,0,&,&,W,>,=,(,x,+,r,),),&,&,(,(,y,-,r,),>,=,0,&,&,H,>,=,(,y,+,r,),),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d,"""",",",&,W,",",&,H,),;,scanf,(,"""",%,d, ,%,d,"""",",",&,x,",",&,y,),;,scanf,(,"""",%,d,"""",",",&,r,),;,if,(,W,>,=,x,+,r,&,&,0,<,=,x,-,r,&,&,H,>,=,y,+,r,&,&,0,<,=,y,-,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,>,W,|,|,x,-,r,<,0,|,|,y,+,r,>,H,|,|,y,-,r,<,0,),printf,(,"""",N,o,\,n,"""",),;,else,printf,(,"""",Y,e,s,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,0,<,=,y,-,r,&,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,int,argc,",",char,*,argv,[,],),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,y,-,r,<,0,|,|,x,+,r,>,W,|,|,y,+,r,>,H,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,;,int,x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,0,<,=,x,-,r,),&,&,(,x,+,r,<,=,W,),&,&,(,0,<,=,y,-,r,),&,&,(,y,+,r,<,=,H,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,H,>,=,y,+,r,&,&,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,>,=,r,&,&,y,>,=,r,&,&,x,<,=,W,-,r,&,&,y,<,=,H,-,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,cir_x,",",cir_y,",",hankei,",",box_x,",",box_y,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,box_x,",",&,box_y,",",&,cir_x,",",&,cir_y,",",&,hankei,),;,if,(,0,+,hankei,<,=,cir_x,&,&,0,+,hankei,<,=,cir_y,),{,if,(,cir_x,+,hankei,<,=,box_x,&,&,cir_y,+,hankei,<,=,box_y,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,y,-,r,>,=,0,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,(,0,),;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,W,-,x,-,r,>,=,0,),&,&,(,y,-,r,>,=,0,),&,&,(,H,-,y,-,r,>,=,0,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,>,W,|,|,x,-,r,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,y,+,r,>,H,|,|,y,-,r,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,=,0,;,int,h,=,0,;,int,x,=,0,;,int,y,=,0,;,int,r,=,0,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,x,+,r,<,=,w,&,&,y,-,r,>,=,0,&,&,y,+,r,<,=,h,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,W,>,=,x,+,r,&,&,x,-,r,>,=,0,&,&,H,>,=,y,+,r,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,W,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,H,&,&,y,-,r,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,double,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,l,f, ,%,l,f, ,%,l,f, ,%,l,f, ,%,l,f,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,<,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,y,<,=,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,if,(,W,-,x,>,=,r,&,&,H,-,y,>,=,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,x,+,r,<,=,W,&,&,0,<,=,y,-,r,&,&,y,+,r,<,=,H,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,const,int,MAX,=,3,;,int,main,(,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,int,H_x,=,x,+,r,;,int,L_x,=,x,-,r,;,int,H_y,=,y,+,r,;,int,L_y,=,y,-,r,;,if,(,L_x,<,0,|,|,L_y,<,0,|,|,H_x,>,w,|,|,H_y,>,h,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,<,0,|,|,x,+,r,>,W,|,|,y,-,r,<,0,|,|,y,+,r,>,H,),{,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},printf,(,"""",Y,e,s,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,0,<,=,x,-,r,&,&,x,+,r,<,=,w,&,&,0,<,=,y,-,r,&,&,y,+,r,<,=,h,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,x,-,r,>,=,0,),&,&,(,x,+,r,<,=,W,),&,&,(,y,-,r,>,=,0,),&,&,(,y,+,r,<,=,H,),),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,r,<,=,x,&,&,x,<,=,W,-,r,&,&,r,<,=,y,&,&,y,<,=,H,-,r,),puts,(,"""",Y,e,s,"""",),;,else,puts,(,"""",N,o,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,r,<,=,x,),&,&,(,x,<,=,(,W,-,r,),),&,&,(,r,<,=,y,),&,&,(,y,<,=,(,H,-,r,),),),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,;,int,x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,-,r,>,=,0,&,&,y,-,r,>,=,0,&,&,x,+,r,<,=,W,&,&,y,+,r,<,=,H,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,r,<,=,x,&,&,x,<,=,W,-,r,&,&,r,<,=,y,&,&,y,<,=,H,-,r,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,>,W,|,|,x,-,r,<,0,|,|,y,+,r,>,H,|,|,y,-,r,<,0,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,(,r,<,=,x,&,&,x,<,=,W,-,r,),&,&,(,r,<,=,y,&,&,y,<,=,H,-,r,),),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,(,0,),;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,W,",",H,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,W,",",&,H,",",&,x,",",&,y,",",&,r,),;,if,(,x,<,r,|,|,y,<,r,|,|,W,-,x,<,r,|,|,H,-,y,<,r,),{,printf,(,"""",N,o,\,n,"""",),;,},else,{,printf,(,"""",Y,e,s,\,n,"""",),;,},return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,w,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,h,&,&,y,-,r,>,=,0,),printf,(,"""",Y,e,s,\,n,"""",),;,else,printf,(,"""",N,o,\,n,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d,%,d,%,d,%,d,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,if,(,x,+,r,<,=,w,&,&,x,-,r,>,=,0,&,&,y,+,r,<,=,h,&,&,y,-,r,>,=,0,),puts,(,"""",Y,e,s,"""",),;,else,puts,(,"""",N,o,"""",),;,return,0,;,},<eos>
<sos>,#,include,<,s,t,d,i,o,.,h,>,int,main,(,void,),{,int,w,",",h,",",x,",",y,",",r,;,scanf,(,"""",%,d, ,%,d, ,%,d, ,%,d, ,%,d,"""",",",&,w,",",&,h,",",&,x,",",&,y,",",&,r,),;,int,a,",",b,",",c,",",d,;,a,=,x,+,r,;,b,=,x,-,r,;,c,=,y,+,r,;,d,=,y,-,r,;,if,(,a,<,=,w,&,&,b,>,=,0,&,&,c,<,=,h,&,&,d,>,=,0,),{,printf,(,"""",Y,e,s,\,n,"""",),;,},else,{,printf,(,"""",N,o,\,n,"""",),;,},return,0,;,},<eos>
